"","CH","sex","Background","variable","value"
"4031",62,"Male","East","Body_Ratio",0.4
"4032",516,"Male","West","Body_Ratio",0.436170212765957
"4033",955,"Male","West","Body_Ratio",0.438888888888889
"4034",560,"Male","West","Body_Ratio",0.471204188481675
"4035",147,"Male","West","Body_Ratio",0.445714285714286
"4036",350,"Male","West","Body_Ratio",0.462765957446808
"4037",158,"Male","West","Body_Ratio",0.409326424870466
"4038",204,"Male","West","Body_Ratio",0.46448087431694
"4039",996,"Male","West","Body_Ratio",0.388888888888889
"4040",57,"Male","West","Body_Ratio",0.454054054054054
"4041",1156,"Male","East","Body_Ratio",0.441489361702128
"4042",1359,"Male","East","Body_Ratio",0.4
"4043",607,"Male","East","Body_Ratio",0.437158469945355
"4044",480,"Male","West","Body_Ratio",0.435233160621762
"4045",215,"Male","West","Body_Ratio",0.437158469945355
"4046",426,"Male","West","Body_Ratio",0.427777777777778
"4047",1367,"Male","East","Body_Ratio",0.388235294117647
"4048",1269,"Male","West","Body_Ratio",0.443243243243243
"4049",1308,"Male","West","Body_Ratio",0.438888888888889
"4050",1373,"Male","West","Body_Ratio",0.393258426966292
"4051",1386,"Male","West","Body_Ratio",0.405405405405405
"4052",675,"Male","West","Body_Ratio",0.455958549222798
"4053",820,"Male","West","Body_Ratio",0.453551912568306
"4054",1220,"Male","West","Body_Ratio",0.411428571428571
"4055",1401,"Male","East","Body_Ratio",0.421348314606742
"4056",1373,"Male","West","Body_Ratio",0.39344262295082
"4057",1314,"Male","West","Body_Ratio",0.421621621621622
"4058",1394,"Male","West","Body_Ratio",0.421621621621622
"4059",1418,"Male","West","Body_Ratio",0.44
"4060",684,"Male","West","Body_Ratio",0.414893617021277
"4061",763,"Male","West","Body_Ratio",0.436170212765957
"4062",636,"Male","West","Body_Ratio",0.437158469945355
"4063",1130,"Male","West","Body_Ratio",0.418848167539267
"4064",1234,"Male","West","Body_Ratio",0.405405405405405
"4065",650,"Male","West","Body_Ratio",0.469387755102041
"4066",1078,"Male","West","Body_Ratio",0.476683937823834
"4067",522,"Male","West","Body_Ratio",0.403061224489796
"4068",1025,"Male","West","Body_Ratio",0.445714285714286
"4069",1091,"Male","West","Body_Ratio",0.428571428571429
"4070",896,"Male","West","Body_Ratio",0.382022471910112
"4071",478,"Male","West","Body_Ratio",0.382513661202186
"4072",916,"Male","West","Body_Ratio",0.421348314606742
"4073",1436,"Male","West","Body_Ratio",0.361111111111111
"4074",893,"Male","West","Body_Ratio",0.452127659574468
"4075",488,"Male","West","Body_Ratio",0.416666666666667
"4076",746,"Male","West","Body_Ratio",0.431693989071038
"4077",452,"Male","East","Body_Ratio",0.411111111111111
"4078",986,"Male","West","Body_Ratio",0.448648648648649
"4079",869,"Male","West","Body_Ratio",0.416666666666667
"4080",818,"Male","West","Body_Ratio",0.398876404494382
"4081",655,"Male","East","Body_Ratio",0.361111111111111
"4082",943,"Male","West","Body_Ratio",0.388571428571429
"4083",1379,"Male","East","Body_Ratio",0.382513661202186
"4084",845,"Male","West","Body_Ratio",0.446808510638298
"4085",200,"Male","West","Body_Ratio",0.427745664739884
"4086",503,"Male","West","Body_Ratio",0.432432432432432
"4087",256,"Male","West","Body_Ratio",0.416666666666667
"4088",978,"Male","West","Body_Ratio",0.416666666666667
"4089",241,"Male","West","Body_Ratio",0.441489361702128
"4090",716,"Male","West","Body_Ratio",0.421348314606742
"4091",708,"Male","West","Body_Ratio",0.461538461538462
"4092",1000,"Male","West","Body_Ratio",0.459459459459459
"4093",507,"Male","East","Body_Ratio",0.447058823529412
"4094",439,"Male","West","Body_Ratio",0.398936170212766
"4095",583,"Male","West","Body_Ratio",0.364161849710983
"4096",1265,"Male","West","Body_Ratio",0.420765027322404
"4097",1248,"Male","East","Body_Ratio",0.427777777777778
"4098",813,"Male","West","Body_Ratio",0.438202247191011
"4099",234,"Male","West","Body_Ratio",0.443850267379679
"4100",1035,"Male","West","Body_Ratio",0.389189189189189
"4101",1056,"Male","West","Body_Ratio",0.427027027027027
"4102",154,"Male","West","Body_Ratio",0.445026178010471
"4103",655,"Male","West","Body_Ratio",0.4
"4104",907,"Male","West","Body_Ratio",0.416666666666667
"4105",1062,"Male","East","Body_Ratio",0.405405405405405
"4106",733,"Male","West","Body_Ratio",0.432432432432432
"4107",898,"Male","West","Body_Ratio",0.426966292134831
"4108",465,"Male","West","Body_Ratio",0.426966292134831
"4109",711,"Male","West","Body_Ratio",0.4
"4110",1028,"Male","West","Body_Ratio",0.421348314606742
"4111",766,"Male","West","Body_Ratio",0.424083769633508
"4112",1500,"Male","West","Body_Ratio",0.404494382022472
"4113",673,"Male","West","Body_Ratio",0.4
"4114",163,"Male","West","Body_Ratio",0.43979057591623
"4115",671,"Male","West","Body_Ratio",0.439393939393939
"4116",1143,"Male","West","Body_Ratio",0.405555555555556
"4117",732,"Male","East","Body_Ratio",0.43979057591623
"4118",1087,"Male","West","Body_Ratio",0.424870466321244
"4119",813,"Male","West","Body_Ratio",0.432432432432432
"4120",1182,"Male","West","Body_Ratio",0.486486486486487
"4121",819,"Male","West","Body_Ratio",0.401069518716578
"4122",1172,"Male","East","Body_Ratio",0.369047619047619
"4123",985,"Male","West","Body_Ratio",0.456043956043956
"4124",825,"Male","West","Body_Ratio",0.384615384615385
"4125",743,"Male","West","Body_Ratio",0.432432432432432
"4126",1212,"Male","West","Body_Ratio",0.461538461538462
"4127",1471,"Male","West","Body_Ratio",0.46448087431694
"4128",1008,"Male","West","Body_Ratio",0.446808510638298
"4129",806,"Male","West","Body_Ratio",0.43979057591623
"4130",768,"Male","West","Body_Ratio",0.425531914893617
"4131",563,"Male","West","Body_Ratio",0.477777777777778
"4132",409,"Male","West","Body_Ratio",0.382513661202186
"4133",985,"Male","West","Body_Ratio",0.443243243243243
"4134",1536,"Male","East","Body_Ratio",0.372222222222222
"4135",1498,"Male","West","Body_Ratio",0.460732984293194
"4136",684,"Male","East","Body_Ratio",0.394117647058824
"4137",202,"Male","West","Body_Ratio",0.404494382022472
"4138",406,"Male","West","Body_Ratio",0.425531914893617
"4139",1223,"Male","East","Body_Ratio",0.405405405405405
"4140",644,"Male","West","Body_Ratio",0.409574468085106
"4141",1037,"Male","West","Body_Ratio",0.45959595959596
"4142",848,"Male","East","Body_Ratio",0.405405405405405
"4143",954,"Male","West","Body_Ratio",0.444444444444444
"4144",1580,"Male","West","Body_Ratio",0.448979591836735
"4145",1551,"Male","West","Body_Ratio",0.401098901098901
"4146",626,"Male","West","Body_Ratio",0.405714285714286
"4147",792,"Male","West","Body_Ratio",0.432432432432432
"4148",1086,"Male","East","Body_Ratio",0.352941176470588
"4149",781,"Male","West","Body_Ratio",0.437158469945355
"4150",955,"Male","West","Body_Ratio",0.427777777777778
"4151",1291,"Male","West","Body_Ratio",0.44949494949495
"4152",1080,"Male","West","Body_Ratio",0.424083769633508
"4153",1507,"Male","West","Body_Ratio",0.418848167539267
"4154",671,"Male","West","Body_Ratio",0.425531914893617
"4155",417,"Male","West","Body_Ratio",0.436170212765957
"4156",1062,"Male","West","Body_Ratio",0.433333333333333
"4157",817,"Male","West","Body_Ratio",0.420212765957447
"4158",250,"Male","West","Body_Ratio",0.421965317919075
"4159",366,"Male","West","Body_Ratio",0.463054187192118
"4160",1530,"Male","West","Body_Ratio",0.392670157068063
"4161",204,"Male","West","Body_Ratio",0.437158469945355
"4162",1142,"Male","West","Body_Ratio",0.417142857142857
"4163",1591,"Male","East","Body_Ratio",0.43979057591623
"4164",190,"Male","West","Body_Ratio",0.420765027322404
"4165",577,"Male","East","Body_Ratio",0.47752808988764
"4166",1442,"Male","West","Body_Ratio",0.429319371727749
"4167",362,"Male","West","Body_Ratio",0.416666666666667
"4168",267,"Male","West","Body_Ratio",0.437158469945355
"4169",74,"Male","West","Body_Ratio",0.410810810810811
"4170",1024,"Male","West","Body_Ratio",0.369942196531792
"4171",1065,"Male","West","Body_Ratio",0.450261780104712
"4172",460,"Male","West","Body_Ratio",0.459183673469388
"4173",984,"Male","East","Body_Ratio",0.370786516853933
"4174",877,"Male","East","Body_Ratio",0.450261780104712
"4175",915,"Male","West","Body_Ratio",0.404371584699454
"4176",174,"Male","West","Body_Ratio",0.437158469945355
"4177",1580,"Male","West","Body_Ratio",0.433333333333333
"4178",300,"Male","West","Body_Ratio",0.444444444444444
"4179",306,"Male","West","Body_Ratio",0.440414507772021
"4180",633,"Male","West","Body_Ratio",0.398936170212766
"4181",1140,"Male","West","Body_Ratio",0.404371584699454
"4182",958,"Male","West","Body_Ratio",0.431693989071038
"4183",1356,"Male","West","Body_Ratio",0.416666666666667
"4184",1102,"Male","East","Body_Ratio",0.346820809248555
"4185",1600,"Male","West","Body_Ratio",0.435233160621762
"4186",234,"Male","West","Body_Ratio",0.418848167539267
"4187",608,"Male","West","Body_Ratio",0.418848167539267
"4188",1335,"Male","East","Body_Ratio",0.394117647058824
"4189",936,"Male","West","Body_Ratio",0.411111111111111
"4190",59,"Male","West","Body_Ratio",0.441489361702128
"4191",1553,"Male","East","Body_Ratio",0.452127659574468
"4192",1580,"Male","West","Body_Ratio",0.370786516853933
"4193",869,"Male","West","Body_Ratio",0.44
"4194",327,"Male","West","Body_Ratio",0.446808510638298
"4195",344,"Male","West","Body_Ratio",0.4
"4196",582,"Male","West","Body_Ratio",0.411764705882353
"4197",1639,"Male","West","Body_Ratio",0.432432432432432
"4198",953,"Male","West","Body_Ratio",0.454054054054054
"4199",1333,"Male","West","Body_Ratio",0.373626373626374
"4200",219,"Male","West","Body_Ratio",0.431137724550898
"4201",1648,"Male","West","Body_Ratio",0.442105263157895
"4202",1051,"Male","West","Body_Ratio",0.463157894736842
"4203",1640,"Male","West","Body_Ratio",0.405555555555556
"4204",1027,"Male","West","Body_Ratio",0.44559585492228
"4205",214,"Male","West","Body_Ratio",0.473684210526316
"4206",59,"Male","West","Body_Ratio",0.395480225988701
"4207",1639,"Male","West","Body_Ratio",0.464864864864865
"4208",1428,"Male","East","Body_Ratio",0.411111111111111
"4209",222,"Male","West","Body_Ratio",0.416216216216216
"4210",1464,"Male","East","Body_Ratio",0.382352941176471
"4211",1088,"Male","East","Body_Ratio",0.398809523809524
"4212",536,"Male","West","Body_Ratio",0.436170212765957
"4213",410,"Male","West","Body_Ratio",0.457142857142857
"4214",211,"Male","West","Body_Ratio",0.422222222222222
"4215",1323,"Male","West","Body_Ratio",0.393258426966292
"4216",1639,"Male","East","Body_Ratio",0.372972972972973
"4217",912,"Male","East","Body_Ratio",0.454545454545455
"4218",825,"Male","West","Body_Ratio",0.416666666666667
"4219",1678,"Male","West","Body_Ratio",0.404255319148936
"4220",1298,"Male","East","Body_Ratio",0.46448087431694
"4221",334,"Male","West","Body_Ratio",0.429319371727749
"4222",188,"Male","West","Body_Ratio",0.398963730569948
"4223",1686,"Male","West","Body_Ratio",0.395480225988701
"4224",344,"Male","West","Body_Ratio",0.454054054054054
"4225",335,"Male","East","Body_Ratio",0.378378378378378
"4226",1663,"Male","West","Body_Ratio",0.421348314606742
"4227",1293,"Male","West","Body_Ratio",0.429319371727749
"4228",1258,"Male","West","Body_Ratio",0.405555555555556
"4229",1349,"Male","West","Body_Ratio",0.443820224719101
"4230",497,"Male","West","Body_Ratio",0.445026178010471
"4231",955,"Male","West","Body_Ratio",0.377777777777778
"4232",671,"Male","East","Body_Ratio",0.452127659574468
"4233",1572,"Male","West","Body_Ratio",0.442622950819672
"4234",654,"Male","West","Body_Ratio",0.39344262295082
"4235",79,"Male","West","Body_Ratio",0.410112359550562
"4236",937,"Male","West","Body_Ratio",0.436170212765957
"4237",598,"Male","West","Body_Ratio",0.417142857142857
"4238",973,"Male","West","Body_Ratio",0.426751592356688
"4239",1099,"Male","East","Body_Ratio",0.388571428571429
"4240",123,"Male","West","Body_Ratio",0.426229508196721
"4241",75,"Male","West","Body_Ratio",0.405405405405405
"4242",882,"Male","West","Body_Ratio",0.443243243243243
"4243",940,"Male","West","Body_Ratio",0.465968586387435
"4244",1124,"Male","West","Body_Ratio",0.433333333333333
"4245",740,"Male","West","Body_Ratio",0.365168539325843
"4246",1600,"Male","West","Body_Ratio",0.382513661202186
"4247",758,"Male","East","Body_Ratio",0.411764705882353
"4248",901,"Male","West","Body_Ratio",0.436170212765957
"4249",791,"Male","East","Body_Ratio",0.377777777777778
"4250",1464,"Male","West","Body_Ratio",0.410810810810811
"4251",908,"Male","East","Body_Ratio",0.4
"4252",790,"Male","West","Body_Ratio",0.425531914893617
"4253",961,"Male","West","Body_Ratio",0.443243243243243
"4254",296,"Male","West","Body_Ratio",0.394444444444444
"4255",1692,"Male","East","Body_Ratio",0.389189189189189
"4256",1219,"Male","West","Body_Ratio",0.422222222222222
"4257",324,"Male","West","Body_Ratio",0.377049180327869
"4258",1218,"Male","West","Body_Ratio",0.416216216216216
"4259",1355,"Male","West","Body_Ratio",0.471204188481675
"4260",1307,"Male","East","Body_Ratio",0.404624277456647
"4261",590,"Male","West","Body_Ratio",0.433333333333333
"4262",1271,"Male","West","Body_Ratio",0.410112359550562
"4263",1117,"Male","West","Body_Ratio",0.436170212765957
"4264",371,"Male","West","Body_Ratio",0.404145077720207
"4265",696,"Male","West","Body_Ratio",0.403141361256544
"4266",532,"Male","West","Body_Ratio",0.430051813471503
"4267",980,"Male","West","Body_Ratio",0.437837837837838
"4268",1748,"Male","West","Body_Ratio",0.395480225988701
"4269",1505,"Male","East","Body_Ratio",0.410810810810811
"4270",214,"Male","West","Body_Ratio",0.450777202072539
"4271",1346,"Male","West","Body_Ratio",0.4
"4272",924,"Male","West","Body_Ratio",0.425531914893617
"4273",454,"Male","West","Body_Ratio",0.444444444444444
"4274",1316,"Male","West","Body_Ratio",0.47027027027027
"4275",481,"Male","West","Body_Ratio",0.440414507772021
"4276",350,"Male","West","Body_Ratio",0.47752808988764
"4277",1654,"Male","West","Body_Ratio",0.437158469945355
"4278",1497,"Male","East","Body_Ratio",0.369047619047619
"4279",825,"Male","West","Body_Ratio",0.406417112299465
"4280",1715,"Male","East","Body_Ratio",0.401162790697674
"4281",806,"Male","West","Body_Ratio",0.424242424242424
"4282",970,"Male","West","Body_Ratio",0.432432432432432
"4283",661,"Male","West","Body_Ratio",0.409836065573771
"4284",1401,"Male","West","Body_Ratio",0.4
"4285",1513,"Male","West","Body_Ratio",0.416666666666667
"4286",985,"Male","West","Body_Ratio",0.446808510638298
"4287",801,"Male","West","Body_Ratio",0.327868852459016
"4288",408,"Male","West","Body_Ratio",0.434343434343434
"4289",1245,"Male","West","Body_Ratio",0.4
"4290",1792,"Male","East","Body_Ratio",0.4
"4291",1324,"Male","West","Body_Ratio",0.433673469387755
"4292",1127,"Male","West","Body_Ratio",0.438202247191011
"4293",752,"Male","West","Body_Ratio",0.421348314606742
"4294",746,"Male","East","Body_Ratio",0.433333333333333
"4295",901,"Male","West","Body_Ratio",0.455497382198953
"4296",1023,"Male","East","Body_Ratio",0.387434554973822
"4297",1570,"Male","East","Body_Ratio",0.4
"4298",1594,"Male","East","Body_Ratio",0.434285714285714
"4299",393,"Male","West","Body_Ratio",0.450549450549451
"4300",655,"Male","West","Body_Ratio",0.424870466321244
"4301",1238,"Male","East","Body_Ratio",0.4
"4302",1355,"Male","West","Body_Ratio",0.389473684210526
"4303",863,"Male","West","Body_Ratio",0.425531914893617
"4304",1791,"Male","West","Body_Ratio",0.39572192513369
"4305",1639,"Male","East","Body_Ratio",0.427777777777778
"4306",912,"Male","West","Body_Ratio",0.406779661016949
"4307",1200,"Male","West","Body_Ratio",0.425531914893617
"4308",748,"Male","East","Body_Ratio",0.41871921182266
"4309",934,"Male","West","Body_Ratio",0.43455497382199
"4310",694,"Male","West","Body_Ratio",0.452127659574468
"4311",491,"Male","West","Body_Ratio",0.4
"4312",971,"Male","East","Body_Ratio",0.323529411764706
"4313",1119,"Male","West","Body_Ratio",0.417647058823529
"4314",797,"Male","West","Body_Ratio",0.429411764705882
"4315",1692,"Male","West","Body_Ratio",0.418079096045198
"4316",1524,"Male","West","Body_Ratio",0.546448087431694
"4317",503,"Male","West","Body_Ratio",0.421621621621622
"4318",1837,"Male","East","Body_Ratio",0.412429378531073
"4319",814,"Male","West","Body_Ratio",0.414507772020725
"4320",1558,"Male","East","Body_Ratio",0.341968911917098
"4321",1527,"Male","West","Body_Ratio",0.424083769633508
"4322",612,"Male","West","Body_Ratio",0.442622950819672
"4323",657,"Male","West","Body_Ratio",0.416216216216216
"4324",1059,"Male","West","Body_Ratio",0.382513661202186
"4325",1520,"Male","West","Body_Ratio",0.433333333333333
"4326",1378,"Male","West","Body_Ratio",0.428571428571429
"4327",899,"Male","West","Body_Ratio",0.411764705882353
"4328",1169,"Male","West","Body_Ratio",0.411111111111111
